id,grid_solution,steps
lgp-test-3x2-32,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-5x6-35,"{""header"": [""House"", ""Name"", ""Color"", ""Pet"", ""Flower""], ""rows"": [[""1"", ""`Bob`"", ""`Red`"", ""`Hamster`"", ""`Tulips`""], [""2"", ""`Alice`"", ""`Blonde`"", ""`Bird`"", ""`Roses`""], [""3"", ""`Eric`"", ""`Black`"", ""`Cat`"", ""`Carnations`""], [""4"", ""`Arnold`"", ""`Brown`"", ""`Fish`"", ""`Lilies`""], [""5"", ""`Peter`\n - Each Mother Is Accompanied By Their Child: `Samantha`"", ""`Gray`\n - Each Person Has A Unique Hobby: `Gardening`"", ""`Dog`\n - They All Have A Unique Favorite Flower: `Tulips`"", ""`Daffodils`\n\n## Clues:\n1""]]}",21
lgp-test-5x4-1,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Alice`"", ""`Black`""], [""2"", ""`Eric`"", ""`Red`""], [""3"", ""`Peter`"", ""`Blonde`""], [""4"", ""`Arnold`"", ""`Gray`""], [""5"", ""`Bob`\n - The Mothers' Names In Different Houses Are Unique: `Janelle`"", ""`Brown`\n - Each Person Has An Occupation: `Doctor`""]]}",11
lgp-test-6x2-4,,0
lgp-test-4x4-2,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Peter`"", ""`Brown`""], [""2"", ""`Eric`"", ""`Blonde`""], [""3"", ""`Alice`"", ""`Red`""], [""4"", ""`Arnold`\n - People Have Unique Hair Colors: `Brown`"", ""`Black`\n - People Have Unique Heights: `Short`""]]}",9
lgp-test-3x6-0,"{""header"": [""House"", ""Name"", ""Color"", ""Drink"", ""Flower""], ""rows"": [[""1"", ""`Eric`"", ""`White`"", ""`Water`"", ""`Lilies`""], [""2"", ""`Arnold`"", ""`Red`"", ""`Tea`"", ""`Daffodils`""], [""3"", ""`Peter`\n - Each Person Has A Favorite Color: `White`"", ""`Yellow`\n - People Use Unique Phone Models: `Google Pixel 6`"", ""`Milk`\n - Each Person Has A Unique Level Of Education: `Bachelor`"", ""`Carnations`\n - Each Person Has A Unique Favorite Drink: `Water`""]]}",13
lgp-test-6x2-38,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-3x2-36,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-5x2-27,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-6x5-37,"{""header"": [""House"", ""Name"", ""Nationality"", ""Pet""], ""rows"": [[""1"", ""`Alice`"", ""`German`"", ""`Rabbit`""], [""2"", ""`Peter`"", ""`Dane`"", ""`Fish`""], [""3"", ""`Carol`"", ""`Chinese`"", ""`Cat`""], [""4"", ""`Arnold`"", ""`Norwegian`"", ""`Bird`""], [""5"", ""`Bob`"", ""`Swede`"", ""`Dog`""], [""6"", ""`Eric`\n - Each Mother Is Accompanied By Their Child: `Alice`"", ""`Brit`\n - Each Person Has A Unique Type Of Pet: `Rabbit`"", ""`Hamster`\n\n## Clues:\n1""]]}",19
lgp-test-4x6-22,"{""header"": [""House"", ""Name"", ""Drink"", ""Sport"", ""Flower""], ""rows"": [[""1"", ""`Eric`"", ""`Milk`"", ""`Tennis`"", ""`Lilies`""], [""2"", ""`Alice`"", ""`Water`"", ""`Basketball`"", ""`Roses`""], [""3"", ""`Arnold`"", ""`Coffee`"", ""`Soccer`"", ""`Daffodils`""], [""4"", ""`Peter`\n - Each Person Has A Unique Favorite Drink: `Milk`"", ""`Tea`\n - They All Have A Unique Favorite Flower: `Lilies`"", ""`Swimming`\n - Each Person Has An Occupation: `Doctor`"", ""`Carnations`\n - People Have Unique Favorite Sports: `Tennis`""]]}",17
lgp-test-3x3-32,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-3x2-1,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-2x2-13,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-4x2-27,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Alice`"", ""`Green`""], [""2"", ""`Eric`"", ""`Red`""], [""3"", ""`Arnold`"", ""`White`""], [""4"", ""`Peter`\n - Each Person Has A Favorite Color: `Green`"", ""`Yellow`\n\n## Clues:\n1""]]}",9
lgp-test-3x2-39,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-2x4-4,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-4x5-12,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Peter`"", ""`Dane`""], [""2"", ""`Alice`"", ""`Brit`""], [""3"", ""`Eric`"", ""`Norwegian`""], [""4"", ""`Arnold`\n - Everyone Has A Favorite Smoothie: `Desert`"", ""`Swede`\n - People Use Unique Phone Models: `Google Pixel 6`""]]}",9
lgp-test-2x6-12,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-3x4-9,"{""header"": [""House"", ""Name"", ""Nationality"", ""Color""], ""rows"": [[""1"", ""`Eric`"", ""`Brit`"", ""`Yellow`""], [""2"", ""`Peter`"", ""`Swede`"", ""`White`""], [""3"", ""`Arnold`\n - Each Person Has A Unique Birthday Month: `Jan`"", ""`Dane`\n - Each Person Has A Favorite Color: `Yellow`"", ""`Red`\n\n## Clues:\n1""]]}",10
lgp-test-4x4-5,"{""header"": [""House"", ""Name"", ""Drink""], ""rows"": [[""1"", ""`Eric`"", ""`Milk`""], [""2"", ""`Alice`"", ""`Tea`""], [""3"", ""`Arnold`"", ""`Coffee`""], [""4"", ""`Peter`\n - Each Person Has A Unique Favorite Drink: `Milk`"", ""`Water`\n - The People Keep Unique Animals: `Horse`""]]}",9
lgp-test-3x5-9,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-5x4-3,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-3x4-38,"{""header"": [""House"", ""Name"", ""Pet"", ""Drink""], ""rows"": [[""1"", ""`Eric`"", ""`Cat`"", ""`Water`""], [""2"", ""`Arnold`"", ""`Dog`"", ""`Tea`""], [""3"", ""`Peter`\n - Each Person Has A Unique Favorite Drink: `Water`"", ""`Fish`\n - Each Person Has A Unique Hobby: `Photography`"", ""`Milk`\n - Each Person Has A Unique Type Of Pet: `Cat`""]]}",10
lgp-test-4x3-14,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-3x3-9,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Arnold`"", ""`Yellow`""], [""2"", ""`Peter`"", ""`White`""], [""3"", ""`Eric`\n - Everyone Has Something Unique For Lunch: `Spaghetti`"", ""`Red`\n\n## Clues:\n1""]]}",7
lgp-test-6x3-6,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Carol`"", ""`Chinese`""], [""2"", ""`Eric`"", ""`German`""], [""3"", ""`Arnold`"", ""`Dane`""], [""4"", ""`Peter`"", ""`Norwegian`""], [""5"", ""`Alice`"", ""`Swede`""], [""6"", ""`Bob`\n - The People Are Of Nationalities: `Chinese`"", ""`Brit`\n - Each Person Lives In A Unique Style Of House: `Craftsman`""]]}",13
lgp-test-3x3-39,"{""header"": [""House"", ""Name"", ""Flower""], ""rows"": [[""1"", ""`Peter`"", ""`Carnations`""], [""2"", ""`Eric`"", ""`Lilies`""], [""3"", ""`Arnold`\n - Each Person Lives In A Unique Style Of House: `Colonial`"", ""`Daffodils`\n\n## Clues:\n1""]]}",7
lgp-test-4x3-15,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Alice`"", ""`White`""], [""2"", ""`Arnold`"", ""`Yellow`""], [""3"", ""`Eric`"", ""`Green`""], [""4"", ""`Peter`\n - Each Person Lives In A Unique Style Of House: `Victorian`"", ""`Red`\n\n## Clues:\n1""]]}",9
lgp-test-6x4-21,,6
lgp-test-5x6-1,"{""header"": [""House"", ""Name"", ""Color"", ""Drink""], ""rows"": [[""1"", ""`Bob`"", ""`Red`"", ""`Milk`""], [""2"", ""`Arnold`"", ""`Yellow`"", ""`Root Beer`""], [""3"", ""`Eric`"", ""`Green`"", ""`Coffee`""], [""4"", ""`Peter`"", ""`Blue`"", ""`Tea`""], [""5"", ""`Alice`\n - Each Person Has A Unique Favorite Drink: `Milk`"", ""`White`\n - People Have Unique Favorite Music Genres: `Pop`"", ""`Water`\n - Everyone Has A Favorite Smoothie: `Dragonfruit`""]]}",16
lgp-test-4x5-27,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Arnold`"", ""`Green`""], [""2"", ""`Eric`"", ""`Red`""], [""3"", ""`Peter`"", ""`Yellow`""], [""4"", ""`Alice`\n - People Have Unique Heights: `Very Short`"", ""`White`\n - Each Mother Is Accompanied By Their Child: `Fred`""]]}",9
lgp-test-2x6-20,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Arnold`"", ""`Yellow`""], [""2"", ""`Eric`\n - The People Keep Unique Animals: `Horse`"", ""`Red`\n - Everyone Has A Favorite Smoothie: `Cherry`""]]}",5
lgp-test-4x5-37,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Alice`"", ""`Tennis`""], [""2"", ""`Arnold`"", ""`Swimming`""], [""3"", ""`Peter`"", ""`Basketball`""], [""4"", ""`Eric`\n - People Have Unique Favorite Sports: `Tennis`"", ""`Soccer`\n - Each Person Lives In A Unique Style Of House: `Victorian`""]]}",9
lgp-test-5x2-28,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-4x2-23,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-6x3-3,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Carol`"", ""`Swimming`""], [""2"", ""`Bob`"", ""`Volleyball`""], [""3"", ""`Alice`"", ""`Baseball`""], [""4"", ""`Arnold`"", ""`Basketball`""], [""5"", ""`Eric`"", ""`Tennis`""], [""6"", ""`Peter`\n - Each Person Prefers A Unique Type Of Vacation: `Camping`"", ""`Soccer`\n\n## Clues:\n1""]]}",13
lgp-test-2x2-10,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-2x6-39,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Arnold`"", ""`Basketball`""], [""2"", ""`Eric`\n - People Have Unique Favorite Book Genres: `Science Fiction`"", ""`Soccer`\n\n## Clues:\n1""]]}",5
lgp-test-4x2-25,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-4x5-14,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-2x2-31,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-4x6-19,"{""header"": [""House"", ""Name"", ""Color"", ""Sport"", ""Flower""], ""rows"": [[""1"", ""`Eric`"", ""`Black`"", ""`Swimming`"", ""`Lilies`""], [""2"", ""`Arnold`"", ""`Brown`"", ""`Tennis`"", ""`Roses`""], [""3"", ""`Peter`"", ""`Blonde`"", ""`Soccer`"", ""`Daffodils`""], [""4"", ""`Alice`\n - They All Have A Unique Favorite Flower: `Lilies`"", ""`Red`\n - Each Person Has A Unique Birthday Month: `Feb`"", ""`Basketball`\n - People Have Unique Hair Colors: `Black`"", ""`Carnations`\n - People Have Unique Favorite Sports: `Swimming`""]]}",17
lgp-test-4x2-4,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-3x3-37,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-4x3-4,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Eric`"", ""`Red`""], [""2"", ""`Peter`"", ""`White`""], [""3"", ""`Arnold`"", ""`Yellow`""], [""4"", ""`Alice`\n - Each Person Prefers A Unique Type Of Vacation: `Mountain`"", ""`Green`\n\n## Clues:\n1""]]}",9
lgp-test-5x6-11,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Alice`"", ""`Swimming`""], [""2"", ""`Arnold`"", ""`Basketball`""], [""3"", ""`Bob`"", ""`Tennis`""], [""4"", ""`Eric`"", ""`Baseball`""], [""5"", ""`Peter`\n - Each Person Has A Unique Hobby: `Painting`"", ""`Soccer`\n - Each Person Has An Occupation: `Engineer`""]]}",11
lgp-test-3x6-12,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-5x5-2,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-4x2-0,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-2x3-38,"{""header"": [""House"", ""Name"", ""Color"", ""Pet""], ""rows"": [[""1"", ""`Arnold`"", ""`Black`"", ""`Dog`""], [""2"", ""`Eric`\n - People Have Unique Hair Colors: `Black`"", ""`Brown`\n - Each Person Has A Unique Type Of Pet: `Dog`"", ""`Cat`\n\n## Clues:\n1""]]}",7
lgp-test-4x5-17,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Peter`"", ""`Red`""], [""2"", ""`Alice`"", ""`Black`""], [""3"", ""`Eric`"", ""`Blonde`""], [""4"", ""`Arnold`\n - People Use Unique Phone Models: `Samsung Galaxy S21`"", ""`Brown`\n - Each Person Has A Favorite Color: `White`""]]}",9
lgp-test-4x6-15,"{""header"": [""House"", ""Name"", ""Color"", ""Flower""], ""rows"": [[""1"", ""`Eric`"", ""`Black`"", ""`Lilies`""], [""2"", ""`Arnold`"", ""`Red`"", ""`Roses`""], [""3"", ""`Alice`"", ""`Brown`"", ""`Carnations`""], [""4"", ""`Peter`\n - They All Have A Unique Favorite Flower: `Lilies`"", ""`Blonde`\n - Everyone Has Something Unique For Lunch: `Grilled Cheese`"", ""`Daffodils`\n - People Have Unique Favorite Book Genres: `Fantasy`""]]}",13
lgp-test-4x5-28,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-5x4-30,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Peter`"", ""`Tennis`""], [""2"", ""`Eric`"", ""`Soccer`""], [""3"", ""`Alice`"", ""`Basketball`""], [""4"", ""`Bob`"", ""`Swimming`""], [""5"", ""`Arnold`\n - The Mothers' Names In Different Houses Are Unique: `Janelle`"", ""`Baseball`\n\n## Clues:\n1""]]}",11
lgp-test-2x3-1,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-6x4-5,,0
lgp-test-5x2-32,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-6x3-18,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Arnold`"", ""`Hamster`""], [""2"", ""`Eric`"", ""`Dog`""], [""3"", ""`Bob`"", ""`Bird`""], [""4"", ""`Alice`"", ""`Cat`""], [""5"", ""`Carol`"", ""`Fish`""], [""6"", ""`Peter`\n - The Mothers' Names In Different Houses Are Unique: `Sarah`"", ""`Rabbit`\n\n## Clues:\n1""]]}",13
lgp-test-2x5-19,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-3x6-25,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-4x3-16,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-6x5-12,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Eric`"", ""`Chinese`""], [""2"", ""`Peter`"", ""`Dane`""], [""3"", ""`Alice`"", ""`German`""], [""4"", ""`Arnold`"", ""`Norwegian`""], [""5"", ""`Bob`"", ""`Swede`""], [""6"", ""`Carol`\n - Each Person Has A Unique Hobby: `Cooking`"", ""`Brit`\n - People Have Unique Favorite Music Genres: `Hip Hop`""]]}",13
lgp-test-6x2-13,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-2x5-20,"{""header"": [""House"", ""Name"", ""Color"", ""Sport""], ""rows"": [[""1"", ""`Eric`"", ""`Black`"", ""`Soccer`""], [""2"", ""`Arnold`\n - People Have Unique Hair Colors: `Black`"", ""`Brown`\n - People Have Unique Favorite Sports: `Soccer`"", ""`Basketball`\n - Each Person Has An Occupation: `Doctor`""]]}",7
lgp-test-5x2-24,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-3x5-0,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-5x4-28,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-4x3-17,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-6x3-33,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-3x5-6,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Peter`"", ""`Tennis`""], [""2"", ""`Eric`"", ""`Basketball`""], [""3"", ""`Arnold`\n - People Have Unique Favorite Sports: `Tennis`"", ""`Soccer`\n - Each Person Has An Occupation: `Engineer`""]]}",7
lgp-test-2x5-6,"{""header"": [""House"", ""Name"", ""Flower""], ""rows"": [[""1"", ""`Eric`"", ""`Carnations`""], [""2"", ""`Arnold`\n - Everyone Has Something Unique For Lunch: `Pizza`"", ""`Daffodils`\n\n## Clues:\n1""]]}",5
lgp-test-2x5-12,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Eric`"", ""`Basketball`""], [""2"", ""`Arnold`\n - Each Person Prefers A Unique Type Of Vacation: `Mountain`"", ""`Soccer`\n - Each Person Has An Occupation: `Engineer`""]]}",5
lgp-test-6x2-17,,6
lgp-test-3x6-37,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Eric`"", ""`Yellow`""], [""2"", ""`Arnold`"", ""`White`""], [""3"", ""`Peter`\n - The People Keep Unique Animals: `Horse`"", ""`Red`\n\n## Clues:\n1""]]}",7
lgp-test-6x4-35,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Arnold`"", ""`Swimming`""], [""2"", ""`Bob`"", ""`Basketball`""], [""3"", ""`Peter`"", ""`Baseball`""], [""4"", ""`Eric`"", ""`Tennis`""], [""5"", ""`Carol`"", ""`Soccer`""], [""6"", ""`Alice`\n - Each Person Lives In A Unique Style Of House: `Craftsman`"", ""`Volleyball`\n\n## Clues:\n1""]]}",13
lgp-test-6x6-33,"{""header"": [""House"", ""Name"", ""Nationality"", ""Pet"", ""Flower""], ""rows"": [[""1"", ""`Alice`"", ""`Norwegian`"", ""`Rabbit`"", ""`Lilies`""], [""2"", ""`Carol`"", ""`Dane`"", ""`Hamster`"", ""`Tulips`""], [""3"", ""`Bob`"", ""`Swede`"", ""`Fish`"", ""`Roses`""], [""4"", ""`Peter`"", ""`German`"", ""`Cat`"", ""`Daffodils`""], [""5"", ""`Eric`"", ""`Brit`"", ""`Bird`"", ""`Iris`""], [""6"", ""`Arnold`\n - They All Have A Unique Favorite Flower: `Lilies`"", ""`Chinese`\n - Everyone Has A Favorite Smoothie: `Cherry`"", ""`Dog`\n\n## Clues:\n1"", ""`Carnations`\n - The People Are Of Nationalities: `Norwegian`""]]}",25
lgp-test-4x2-15,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-4x6-35,"{""header"": [""House"", ""Name"", ""Color"", ""Pet""], ""rows"": [[""1"", ""`Alice`"", ""`Black`"", ""`Bird`""], [""2"", ""`Eric`"", ""`Red`"", ""`Cat`""], [""3"", ""`Peter`"", ""`Brown`"", ""`Fish`""], [""4"", ""`Arnold`\n - Each Person Has A Unique Level Of Education: `Master`"", ""`Blonde`\n - Each Person Has A Unique Type Of Pet: `Bird`"", ""`Dog`\n - Everyone Has Something Unique For Lunch: `Grilled Cheese`""]]}",13
lgp-test-3x3-18,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-3x4-33,"{""header"": [""House"", ""Name"", ""Nationality"", ""Pet""], ""rows"": [[""1"", ""`Arnold`"", ""`Dane`"", ""`Dog`""], [""2"", ""`Peter`"", ""`Brit`"", ""`Fish`""], [""3"", ""`Eric`\n - Each Person Lives In A Unique Style Of House: `Victorian`"", ""`Swede`\n - Each Person Has A Unique Type Of Pet: `Dog`"", ""`Cat`\n\n## Clues:\n1""]]}",10
lgp-test-4x2-9,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-2x6-2,"{""header"": [""House"", ""Name"", ""Color"", ""Drink""], ""rows"": [[""1"", ""`Arnold`"", ""`Yellow`"", ""`Water`""], [""2"", ""`Eric`\n - Each Person Has A Unique Favorite Drink: `Water`"", ""`Red`\n - Everyone Has A Unique Favorite Cigar: `Pall Mall`"", ""`Tea`\n - Everyone Has A Favorite Smoothie: `Desert`""]]}",7
lgp-test-3x4-24,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Peter`"", ""`Basketball`""], [""2"", ""`Arnold`"", ""`Tennis`""], [""3"", ""`Eric`\n - The Mothers' Names In Different Houses Are Unique: `Holly`"", ""`Soccer`\n\n## Clues:\n1""]]}",7
lgp-test-3x4-6,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Eric`"", ""`Black`""], [""2"", ""`Arnold`"", ""`Blonde`""], [""3"", ""`Peter`\n - People Own Unique Car Models: `Toyota Camry`"", ""`Brown`\n - Everyone Has A Favorite Smoothie: `Watermelon`""]]}",7
lgp-test-5x3-4,"{""header"": [""House"", ""Name"", ""Color"", ""Flower""], ""rows"": [[""1"", ""`Arnold`"", ""`Yellow`"", ""`Tulips`""], [""2"", ""`Eric`"", ""`Green`"", ""`Lilies`""], [""3"", ""`Peter`"", ""`Blue`"", ""`Carnations`""], [""4"", ""`Bob`"", ""`White`"", ""`Roses`""], [""5"", ""`Alice`\n - They All Have A Unique Favorite Flower: `Tulips`"", ""`Red`\n\n## Clues:\n1"", ""`Daffodils`\n - Each Person Has A Favorite Color: `Yellow`""]]}",16
lgp-test-5x2-35,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""3""], [""2"", ""1""], [""3"", ""2""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-3x5-33,"{""header"": [""House"", ""Name"", ""Drink"", ""Flower""], ""rows"": [[""1"", ""`Peter`"", ""`Tea`"", ""`Carnations`""], [""2"", ""`Arnold`"", ""`Milk`"", ""`Daffodils`""], [""3"", ""`Eric`\n - Each Person Has A Unique Favorite Drink: `Tea`"", ""`Water`\n - They All Have A Unique Favorite Flower: `Carnations`"", ""`Lilies`\n - Each Person Has An Occupation: `Engineer`""]]}",10
lgp-test-2x3-28,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-5x3-38,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-6x2-33,"{""header"": [""House"", ""Name"", ""Flower""], ""rows"": [[""1"", ""`Eric`"", ""`Tulips`""], [""2"", ""`Carol`"", ""`Lilies`""], [""3"", ""`Peter`"", ""`Iris`""], [""4"", ""`Bob`"", ""`Roses`""], [""5"", ""`Arnold`"", ""`Carnations`""], [""6"", ""`Alice`\n - They All Have A Unique Favorite Flower: `Tulips`"", ""`Daffodils`\n\n## Clues:\n1""]]}",13
lgp-test-6x5-15,"{""header"": [""House"", ""Name"", ""Drink""], ""rows"": [[""1"", ""`Arnold`"", ""`Tea`""], [""2"", ""`Alice`"", ""`Root Beer`""], [""3"", ""`Carol`"", ""`Water`""], [""4"", ""`Peter`"", ""`Milk`""], [""5"", ""`Bob`"", ""`Boba Tea`""], [""6"", ""`Eric`\n - The People Keep Unique Animals: `Fish`"", ""`Coffee`\n - People Use Unique Phone Models: `Iphone 13`""]]}",13
lgp-test-5x3-39,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Bob`"", ""`Dog`""], [""2"", ""`Alice`"", ""`Cat`""], [""3"", ""`Peter`"", ""`Hamster`""], [""4"", ""`Arnold`"", ""`Fish`""], [""5"", ""`Eric`\n - Each Person Has A Unique Type Of Pet: `Dog`"", ""`Bird`\n - Everyone Has A Unique Favorite Cigar: `Blue Master`""]]}",11
lgp-test-5x4-39,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-3x2-37,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-3x3-25,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-2x4-10,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Arnold`"", ""`Dane`""], [""2"", ""`Eric`\n - Each Person Has A Unique Birthday Month: `April`"", ""`Brit`\n\n## Clues:\n1""]]}",5
lgp-test-6x2-35,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
